passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,total_amount
Kayla Lutz,2017-01-21 22:26:34,2017-01-21 23:06:10,Cash,2,7.3,29.5,0.0,0.0,Kayla,0 days 00:39:36,29.5
Justin Walker,2017-05-31 09:01:44,2017-05-31 09:22:13,Cash,1,1.7,13.5,2.85,0.0,Justin,0 days 00:20:29,16.35
Misty Allen,2017-02-23 17:11:53,2017-02-23 17:13:32,Cash,1,0.41,3.5,0.0,0.0,Misty,0 days 00:01:39,3.5
Dr. Christopher Olson,2017-03-06 14:34:57,2017-03-06 14:40:04,Cash,1,1.4,6.5,1.8,0.0,Dr.,0 days 00:05:07,8.3
Alicia Torres,2017-11-16 08:07:32,2017-11-16 08:54:53,Card,3,16.9,52.0,11.7,5.76,Alicia,0 days 00:47:21,69.46000000000001
Kelly Taylor,2017-01-05 22:08:36,2017-01-05 22:15:37,Card,1,0.9,6.5,1.55,0.0,Kelly,0 days 00:07:01,8.05
Sarah Peters,2017-05-29 22:39:36,2017-05-29 23:00:21,Cash,1,10.31,29.5,9.14,5.76,Sarah,0 days 00:20:45,44.4
Amanda Smith,2017-06-08 22:05:15,2017-06-08 22:15:48,Cash,5,1.83,9.0,0.0,0.0,Amanda,0 days 00:10:33,9.0
Alejandro Greer,2017-05-16 18:55:27,2017-05-16 19:21:19,Cash,6,4.2,18.5,2.0,0.0,Alejandro,0 days 00:25:52,20.5
Philip Wood,2017-11-22 12:54:05,2017-11-22 13:40:22,Card,6,16.16,51.0,0.0,0.0,Philip,0 days 00:46:17,51.0
Heather Jones,2017-12-30 19:27:31,2017-12-30 19:54:09,Cash,1,2.21,17.0,0.0,0.0,Heather,0 days 00:26:38,17.0
Richard Gutierrez,2017-05-13 17:00:00,2017-05-13 17:30:51,Card,1,3.5,19.5,2.0,0.0,Richard,0 days 00:30:51,21.5
Benjamin Phelps,2017-03-30 08:20:30,2017-03-30 08:33:20,Card,2,1.46,10.0,0.0,0.0,Benjamin,0 days 00:12:50,10.0
Russell Rodgers,2017-09-10 15:45:22,2017-09-10 15:47:14,Card,2,0.2,3.5,0.0,0.0,Russell,0 days 00:01:52,3.5
Lori Rojas,2017-09-19 17:08:15,2017-09-19 17:15:20,Card,5,0.85,6.0,1.56,0.0,Lori,0 days 00:07:05,7.5600000000000005
Peter Weaver,2017-09-09 03:31:19,2017-09-09 03:51:13,Card,3,5.4,20.0,0.0,0.0,Peter,0 days 00:19:54,20.0
Mrs. Michelle Stevenson,2017-07-13 09:03:05,2017-07-13 09:17:25,Cash,1,2.4,11.0,0.0,0.0,Mrs.,0 days 00:14:20,11.0
Gary Brown,2017-10-10 11:52:46,2017-10-10 12:00:37,Card,1,0.9,7.0,1.2,0.0,Gary,0 days 00:07:51,8.2
Robert Warren,2017-02-17 08:03:45,2017-02-17 08:07:58,Cash,1,0.46,4.5,1.06,0.0,Robert,0 days 00:04:13,5.5600000000000005
Michael Skinner,2017-10-09 18:13:03,2017-10-09 18:17:47,Card,2,0.77,5.0,0.0,0.0,Michael,0 days 00:04:44,5.0
Donna Smith,2017-11-19 18:34:02,2017-11-19 19:41:59,Cash,1,19.05,59.0,11.96,0.0,Donna,0 days 01:07:57,70.96000000000001
Sean Chambers,2017-11-06 23:31:39,2017-11-06 23:49:34,Card,1,10.8,30.0,7.4,5.76,Sean,0 days 00:17:55,43.16
Christopher Reese,2017-03-17 19:32:34,2017-03-17 19:42:00,Cash,4,1.45,8.5,2.06,0.0,Christopher,0 days 00:09:26,10.56
William Keller,2017-11-13 20:04:03,2017-11-13 20:15:27,Cash,1,1.15,8.5,1.96,0.0,William,0 days 00:11:24,10.46
Douglas Henderson,2017-02-10 07:15:41,2017-02-10 07:24:55,Cash,1,1.7,8.0,1.76,0.0,Douglas,0 days 00:09:14,9.76
Trevor Ramirez,2017-06-24 20:16:39,2017-06-24 20:22:10,Card,1,1.07,6.0,1.46,0.0,Trevor,0 days 00:05:31,7.46
Kelly Wells,2017-06-02 17:18:24,2017-06-02 17:30:02,Cash,1,1.4,9.0,1.0,0.0,Kelly,0 days 00:11:38,10.0
Leonard Horn,2017-07-21 10:33:28,2017-07-21 10:36:58,Cash,1,0.55,4.5,0.0,0.0,Leonard,0 days 00:03:30,4.5
Carla Kaufman,2017-11-24 16:26:32,2017-11-24 16:54:55,Cash,1,9.74,30.5,4.0,5.76,Carla,0 days 00:28:23,40.26
William Johnson,2017-09-25 17:28:12,2017-09-25 17:37:47,Cash,1,1.4,8.0,1.0,0.0,William,0 days 00:09:35,9.0
Karen Cook,2017-11-03 18:34:21,2017-11-03 18:46:19,Card,1,1.39,9.5,0.0,0.0,Karen,0 days 00:11:58,9.5
Lee Heath,2017-05-11 13:44:14,2017-05-11 14:44:54,Card,1,12.6,48.5,11.0,5.76,Lee,0 days 01:00:40,65.26
Bethany Woods,2017-12-31 16:21:04,2017-12-31 16:32:45,Cash,1,1.27,9.0,0.98,0.0,Bethany,0 days 00:11:41,9.98
Antonio Munoz,2017-03-27 21:37:46,2017-03-27 21:46:43,Cash,1,1.39,7.5,2.2,0.0,Antonio,0 days 00:08:57,9.7
Mark Benson,2017-02-18 20:48:44,2017-02-18 21:19:12,Cash,6,4.27,20.5,0.0,5.54,Mark,0 days 00:30:28,26.04
James Anderson,2017-03-19 00:17:22,2017-03-19 00:41:27,Card,2,5.7,21.0,4.45,0.0,James,0 days 00:24:05,25.45
Denise Conner,2017-02-26 23:40:44,2017-02-26 23:45:53,Card,1,1.54,7.0,0.0,0.0,Denise,0 days 00:05:09,7.0
Gerald Robinson,2017-01-10 08:53:25,2017-01-10 09:04:58,Card,1,2.52,10.0,2.16,0.0,Gerald,0 days 00:11:33,12.16
Sharon Mccullough,2017-07-23 09:30:36,2017-07-23 09:47:21,Card,1,7.88,24.0,0.0,0.0,Sharon,0 days 00:16:45,24.0
Charles Johnson,2017-03-12 23:37:45,2017-03-12 23:42:58,Cash,1,1.31,6.0,1.0,0.0,Charles,0 days 00:05:13,7.0
Dylan Arias,2017-03-10 15:39:00,2017-03-10 15:49:44,Cash,1,1.7,8.5,1.85,0.0,Dylan,0 days 00:10:44,10.35
Joshua Francis,2017-02-01 02:22:43,2017-02-01 02:30:47,Card,1,2.4,9.5,2.0,0.0,Joshua,0 days 00:08:04,11.5
Stacy Arnold,2017-04-02 02:40:57,2017-04-02 02:53:28,Cash,1,2.7,11.5,3.2,0.0,Stacy,0 days 00:12:31,14.7
Amanda Barton,2017-08-03 21:40:34,2017-08-03 21:54:31,Card,1,2.1,11.0,2.45,0.0,Amanda,0 days 00:13:57,13.45
Tammy Duncan,2017-12-19 01:31:53,2017-12-19 01:35:10,Cash,1,0.8,4.5,2.0,0.0,Tammy,0 days 00:03:17,6.5
Meghan Ferguson,2017-02-18 08:14:42,2017-02-18 08:32:24,Card,1,1.69,12.0,0.0,0.0,Meghan,0 days 00:17:42,12.0
Emma Wiggins,2017-10-25 08:19:20,2017-10-25 09:27:06,Cash,1,17.9,52.0,10.0,5.76,Emma,0 days 01:07:46,67.76
Sheila Clark,2017-11-04 13:04:58,2017-11-04 13:12:30,Card,2,1.4,7.5,1.65,0.0,Sheila,0 days 00:07:32,9.15
Tracy Sanchez,2017-09-14 23:31:50,2017-09-14 23:37:50,Card,1,1.14,6.5,1.56,0.0,Tracy,0 days 00:06:00,8.06
Wayne Herrera,2017-12-04 08:11:07,2017-12-04 08:17:28,Card,1,0.86,6.0,1.36,0.0,Wayne,0 days 00:06:21,7.36
Christopher Wells Jr.,2017-09-09 13:47:25,2017-09-09 14:01:38,Cash,3,1.7,10.0,2.15,0.0,Christopher,0 days 00:14:13,12.15
Matthew Olsen,2017-10-10 18:47:09,2017-10-10 18:56:05,Card,4,1.56,8.0,1.96,0.0,Matthew,0 days 00:08:56,9.96
Eric Crawford,2017-04-25 11:08:38,2017-04-25 11:13:50,Card,1,1.15,6.0,1.36,0.0,Eric,0 days 00:05:12,7.36
Dr. Devon Scott,2017-11-03 12:10:16,2017-11-03 12:35:20,Card,1,5.8,22.0,0.0,5.76,Dr.,0 days 00:25:04,27.759999999999998
Scott Smith,2017-10-18 19:24:53,2017-10-18 19:50:50,Card,1,2.4,16.0,3.55,0.0,Scott,0 days 00:25:57,19.55
Gerald Bennett,2017-12-26 15:39:25,2017-12-26 15:51:54,Card,1,1.6,9.5,0.0,0.0,Gerald,0 days 00:12:29,9.5
Lauren Calhoun,2017-03-18 22:40:25,2017-03-18 22:42:56,Card,1,0.6,4.0,0.0,0.0,Lauren,0 days 00:02:31,4.0
Chelsey Bautista,2017-03-01 08:57:57,2017-03-01 09:10:30,Card,1,2.1,10.5,2.25,0.0,Chelsey,0 days 00:12:33,12.75
Charles Garcia,2017-01-18 10:12:46,2017-01-18 10:24:32,Cash,1,1.3,9.0,0.0,0.0,Charles,0 days 00:11:46,9.0
Thomas Smith,2017-12-27 15:32:38,2017-12-27 16:02:23,Cash,1,3.1,19.0,0.0,0.0,Thomas,0 days 00:29:45,19.0
Janice Russo,2017-12-02 19:47:13,2017-12-02 19:49:25,Cash,1,0.27,3.5,0.0,0.0,Janice,0 days 00:02:12,3.5
Destiny Wagner,2017-05-04 21:28:31,2017-05-04 21:33:13,Card,1,0.6,5.0,0.0,0.0,Destiny,0 days 00:04:42,5.0
Scott Smith,2017-12-03 19:38:14,2017-12-03 19:45:53,Card,1,1.0,6.5,0.0,0.0,Scott,0 days 00:07:39,6.5
Alexandra Anderson,2017-06-27 19:46:10,2017-06-27 19:50:13,Card,1,0.7,5.0,1.35,0.0,Alexandra,0 days 00:04:03,6.35
Jessica Rich,2017-05-11 23:51:00,2017-05-12 00:11:09,Card,1,3.19,15.0,3.26,0.0,Jessica,0 days 00:20:09,18.259999999999998
Tracy Reid,2017-05-17 23:24:05,2017-05-17 23:57:45,Card,1,18.7,52.0,0.0,5.76,Tracy,0 days 00:33:40,57.76
Amanda Robinson,2017-07-08 16:00:34,2017-07-08 16:19:13,Card,2,3.6,15.5,0.0,0.0,Amanda,0 days 00:18:39,15.5
Jonathan Liu,2017-09-01 15:49:05,2017-09-01 15:59:47,Card,1,1.8,10.0,2.35,0.0,Jonathan,0 days 00:10:42,12.35
James Church,2017-09-16 01:41:48,2017-09-17 01:16:28,Cash,2,3.99,14.0,3.06,0.0,James,0 days 23:34:40,17.06
Gary Strickland,2017-05-31 20:47:47,2017-05-31 20:57:40,Cash,5,1.63,8.5,1.0,0.0,Gary,0 days 00:09:53,9.5
Shane Molina,2017-08-21 00:36:33,2017-08-21 00:58:17,Card,1,6.2,21.0,5.58,0.0,Shane,0 days 00:21:44,26.58
Tina Thomas,2017-06-05 15:55:17,2017-06-05 16:56:06,Card,2,14.7,52.5,13.3,0.0,Tina,0 days 01:00:49,65.8
John Hill,2017-03-09 05:46:12,2017-03-09 05:58:13,Cash,2,2.4,10.5,3.54,0.0,John,0 days 00:12:01,14.04
Jacqueline Jackson,2017-01-30 16:02:06,2017-01-30 16:08:42,Cash,5,0.84,6.0,0.0,0.0,Jacqueline,0 days 00:06:36,6.0
Eddie Peck,2017-08-27 03:09:44,2017-08-27 03:32:06,Card,1,5.9,22.0,0.04,0.0,Eddie,0 days 00:22:22,22.04
Jessica Davies,2017-11-08 12:57:25,2017-11-08 13:09:34,Card,3,0.9,8.5,0.0,0.0,Jessica,0 days 00:12:09,8.5
Mark Moreno,2017-04-01 03:18:59,2017-04-01 03:29:11,Card,1,2.3,10.0,2.25,0.0,Mark,0 days 00:10:12,12.25
Christopher Murphy,2017-10-30 14:12:52,2017-10-30 14:17:16,Card,4,0.43,4.5,0.0,0.0,Christopher,0 days 00:04:24,4.5
Kyle Mcbride,2017-11-22 16:57:58,2017-11-22 17:19:59,Card,1,2.72,15.0,3.36,0.0,Kyle,0 days 00:22:01,18.36
Ashley Martin,2017-10-15 13:04:45,2017-10-15 13:20:16,Card,1,2.91,13.0,0.0,0.0,Ashley,0 days 00:15:31,13.0
Jeremiah Keith,2017-12-14 15:10:26,2017-12-14 15:14:19,Cash,1,0.63,4.5,1.06,0.0,Jeremiah,0 days 00:03:53,5.5600000000000005
Logan Rivera,2017-06-19 23:12:51,2017-06-19 23:23:48,Card,1,3.12,11.5,2.56,0.0,Logan,0 days 00:10:57,14.06
Michelle Johnson,2017-09-14 10:58:27,2017-09-14 11:08:37,Card,1,1.0,8.0,1.75,0.0,Michelle,0 days 00:10:10,9.75
Chris Murphy,2017-08-29 20:12:22,2017-08-29 20:48:12,Cash,1,9.28,31.0,6.46,0.0,Chris,0 days 00:35:50,37.46
Julie Harrell,2017-04-24 12:31:34,2017-04-24 12:39:36,Cash,1,0.9,6.5,0.0,0.0,Julie,0 days 00:08:02,6.5
William Young,2017-06-14 11:08:36,2017-06-14 11:18:58,Card,6,0.75,8.0,1.76,0.0,William,0 days 00:10:22,9.76
Jose Richardson,2017-02-16 07:12:37,2017-02-16 07:19:17,Cash,3,0.96,6.5,1.5,0.0,Jose,0 days 00:06:40,8.0
Samuel Adams,2017-04-05 22:52:16,2017-04-05 22:55:33,Cash,1,0.5,4.5,1.15,0.0,Samuel,0 days 00:03:17,5.65
James Floyd,2017-01-03 08:07:25,2017-01-03 08:30:29,Card,1,3.26,16.0,0.0,0.0,James,0 days 00:23:04,16.0
Andrew Sullivan,2017-05-22 22:33:14,2017-05-22 22:39:20,Card,6,0.71,6.0,1.46,0.0,Andrew,0 days 00:06:06,7.46
Danielle Lewis,2017-03-01 14:38:19,2017-03-01 14:58:40,Card,1,2.5,14.0,3.7,0.0,Danielle,0 days 00:20:21,17.7
Bryan Ward,2017-01-13 12:25:23,2017-01-13 12:28:17,Cash,1,0.4,4.0,0.0,0.0,Bryan,0 days 00:02:54,4.0
Jessica Adams,2017-12-22 06:11:35,2017-12-22 06:50:56,Card,2,18.78,52.0,17.57,5.76,Jessica,0 days 00:39:21,75.33
Nancy Moore,2017-07-31 19:19:35,2017-07-31 19:33:07,Card,2,1.9,10.0,0.0,0.0,Nancy,0 days 00:13:32,10.0
Dylan Christensen,2017-03-03 09:02:27,2017-03-03 09:16:59,Card,5,1.47,10.0,1.5,0.0,Dylan,0 days 00:14:32,11.5
Tamara Larson,2017-12-26 11:06:52,2017-12-26 11:17:09,Cash,1,2.1,9.5,0.0,0.0,Tamara,0 days 00:10:17,9.5
Jessica Henderson,2017-10-15 12:26:34,2017-10-15 12:37:28,Card,2,3.2,12.0,2.55,0.0,Jessica,0 days 00:10:54,14.55
Stephanie Rodriguez,2017-10-18 21:58:42,2017-10-18 22:05:31,Card,1,1.0,6.5,1.55,0.0,Stephanie,0 days 00:06:49,8.05
Adrian Miller,2017-09-15 10:46:52,2017-09-15 10:57:55,Cash,1,1.02,8.0,0.0,0.0,Adrian,0 days 00:11:03,8.0
Vanessa Warren,2017-09-11 07:06:09,2017-09-11 07:19:47,Card,1,2.89,12.0,0.0,0.0,Vanessa,0 days 00:13:38,12.0
Amanda Hubbard,2017-06-09 21:20:14,2017-06-09 21:32:18,Card,1,2.1,10.0,2.8,0.0,Amanda,0 days 00:12:04,12.8
Christopher Chavez,2017-06-25 03:37:20,2017-06-25 03:41:02,Cash,1,1.4,6.0,1.1,0.0,Christopher,0 days 00:03:42,7.1
Stephanie Robertson,2017-02-28 14:24:35,2017-02-28 14:48:14,Card,5,3.8,17.5,3.66,0.0,Stephanie,0 days 00:23:39,21.16
Brian Meadows,2017-06-16 18:43:46,2017-06-16 18:52:47,Cash,1,0.97,7.0,2.2,0.0,Brian,0 days 00:09:01,9.2
Michael Wilson,2017-09-14 00:35:53,2017-09-14 00:46:45,Cash,1,3.09,11.5,2.56,0.0,Michael,0 days 00:10:52,14.06
Monica Zimmerman,2017-08-11 06:13:36,2017-08-11 06:30:43,Card,1,8.63,25.5,6.41,5.76,Monica,0 days 00:17:07,37.67
Kevin Sanchez,2017-09-01 22:20:22,2017-09-01 22:25:45,Card,1,1.34,6.5,1.95,0.0,Kevin,0 days 00:05:23,8.45
Colton Henderson MD,2017-10-23 20:22:22,2017-10-23 20:32:30,Cash,1,1.26,8.0,0.0,0.0,Colton,0 days 00:10:08,8.0
Heather Williamson,2017-02-17 07:06:59,2017-02-17 07:10:15,Cash,1,0.8,4.5,1.0,0.0,Heather,0 days 00:03:16,5.5
Jennifer Weber,2017-12-16 01:56:44,2017-12-16 02:14:44,Card,1,5.86,18.5,3.96,0.0,Jennifer,0 days 00:18:00,22.46
Curtis Hampton,2017-07-27 08:41:17,2017-07-27 08:49:58,Card,1,1.13,7.5,0.0,0.0,Curtis,0 days 00:08:41,7.5
Angela Hardy,2017-09-22 19:56:17,2017-09-22 20:11:20,Cash,1,4.94,17.0,0.0,0.0,Angela,0 days 00:15:03,17.0
Jacqueline Chambers,2017-10-12 09:17:05,2017-10-12 09:35:08,Cash,1,2.3,13.0,2.76,0.0,Jacqueline,0 days 00:18:03,15.76
Jessica Hensley,2017-02-01 12:08:46,2017-02-01 12:21:43,Cash,1,1.37,10.0,2.7,0.0,Jessica,0 days 00:12:57,12.7
Joseph Ward,2017-07-13 19:37:21,2017-07-13 19:42:43,Cash,2,0.7,5.5,1.0,0.0,Joseph,0 days 00:05:22,6.5
Jeffrey Harris,2017-05-16 12:22:47,2017-05-16 12:54:56,Card,3,2.43,19.5,2.0,0.0,Jeffrey,0 days 00:32:09,21.5
Scott Graves,2017-11-02 07:33:02,2017-11-02 07:46:12,Cash,1,1.4,9.5,3.05,0.0,Scott,0 days 00:13:10,12.55
Michael Smith,2017-02-07 20:21:38,2017-02-07 20:25:44,Card,1,0.58,4.5,1.0,0.0,Michael,0 days 00:04:06,5.5
Charles Perry,2017-06-16 12:38:57,2017-06-16 13:10:33,Card,6,2.29,19.0,0.0,0.0,Charles,0 days 00:31:36,19.0
Brooke Williams,2017-05-26 11:15:45,2017-05-26 12:04:06,Cash,4,20.0,52.0,12.44,5.76,Brooke,0 days 00:48:21,70.2
Jonathan Adams,2017-09-14 19:45:28,2017-09-14 19:49:00,Cash,3,0.9,5.0,1.35,0.0,Jonathan,0 days 00:03:32,6.35
Timothy Moses,2017-09-25 19:15:39,2017-09-25 19:20:14,Card,1,0.81,5.0,1.0,0.0,Timothy,0 days 00:04:35,6.0
Jimmy Glass,2017-04-17 14:45:13,2017-04-17 14:50:38,Card,2,0.6,5.5,0.0,0.0,Jimmy,0 days 00:05:25,5.5
Amanda Arias,2017-01-05 21:28:47,2017-01-05 21:39:14,Card,1,1.9,9.5,1.5,0.0,Amanda,0 days 00:10:27,11.0
Christopher Cox MD,2017-11-09 18:34:44,2017-11-09 19:35:05,Cash,1,19.17,52.0,0.0,8.4,Christopher,0 days 01:00:21,60.4
Laura Clark,2017-06-10 15:14:01,2017-06-10 15:20:51,Card,1,1.08,6.5,1.46,0.0,Laura,0 days 00:06:50,7.96
Julie Bryan,2017-05-31 07:24:38,2017-05-31 07:30:37,Card,1,1.0,6.5,1.8,0.0,Julie,0 days 00:05:59,8.3
Allison Peterson,2017-05-17 16:51:39,2017-05-17 16:59:22,Card,6,0.94,7.0,0.0,0.0,Allison,0 days 00:07:43,7.0
Kyle Lopez,2017-11-22 16:10:20,2017-11-22 16:25:13,Card,1,1.7,10.5,1.85,0.0,Kyle,0 days 00:14:53,12.35
Jose Steele,2017-08-29 22:49:31,2017-08-29 22:59:08,Cash,1,1.5,8.5,0.0,0.0,Jose,0 days 00:09:37,8.5
Matthew Nelson,2017-09-17 01:23:42,2017-09-17 01:28:55,Cash,2,1.1,6.0,1.0,0.0,Matthew,0 days 00:05:13,7.0
Dennis Black,2017-04-24 19:14:41,2017-04-24 19:22:34,Card,1,1.33,7.0,1.76,0.0,Dennis,0 days 00:07:53,8.76
Susan Montoya,2017-01-20 21:29:06,2017-01-20 21:44:01,Cash,1,1.7,11.0,2.45,0.0,Susan,0 days 00:14:55,13.45
Jessica Decker,2017-02-02 12:12:51,2017-02-02 12:16:45,Card,1,0.7,5.0,2.0,0.0,Jessica,0 days 00:03:54,7.0
Emily Webb,2017-04-03 18:42:57,2017-04-03 18:48:25,Cash,1,0.7,5.5,0.0,0.0,Emily,0 days 00:05:28,5.5
Jon Calhoun,2017-11-14 18:46:10,2017-11-14 18:51:43,Card,1,0.7,5.5,2.0,0.0,Jon,0 days 00:05:33,7.5
Alexander Hogan,2017-10-24 19:30:35,2017-10-24 19:36:22,Card,1,1.08,6.5,1.66,0.0,Alexander,0 days 00:05:47,8.16
Nathan Newton,2017-05-11 22:35:14,2017-05-11 22:50:55,Card,1,2.7,12.5,2.75,0.0,Nathan,0 days 00:15:41,15.25
Philip Randall,2017-04-29 23:05:05,2017-04-29 23:18:14,Card,1,2.66,11.0,3.08,0.0,Philip,0 days 00:13:09,14.08
Philip Allen,2017-01-01 04:25:10,2017-01-01 04:54:08,Cash,1,10.5,33.0,13.7,0.0,Philip,0 days 00:28:58,46.7
Justin Cherry,2017-08-08 12:50:31,2017-08-08 13:03:14,Cash,1,1.7,9.5,1.0,0.0,Justin,0 days 00:12:43,10.5
Michael Tanner,2017-11-18 02:28:51,2017-11-18 02:38:10,Card,1,1.99,9.0,2.06,0.0,Michael,0 days 00:09:19,11.06
Zachary House,2017-04-17 21:37:05,2017-04-17 21:41:59,Card,1,0.6,5.0,0.0,0.0,Zachary,0 days 00:04:54,5.0
Robin Gould,2017-06-16 14:59:02,2017-06-16 15:10:22,Card,1,1.2,8.5,0.0,0.0,Robin,0 days 00:11:20,8.5
Vicki Robles,2017-08-10 20:20:03,2017-08-10 20:33:26,Cash,1,3.2,13.5,1.0,0.0,Vicki,0 days 00:13:23,14.5
Melanie Miller,2017-01-26 12:44:39,2017-01-26 13:14:26,Card,1,4.77,23.0,3.57,0.0,Melanie,0 days 00:29:47,26.57
Adam Moreno,2017-11-20 18:06:03,2017-11-20 18:18:20,Cash,1,1.89,9.5,1.0,0.0,Adam,0 days 00:12:17,10.5
Shaun Ford,2017-10-18 21:51:16,2017-10-18 22:07:11,Cash,1,2.9,12.5,2.76,0.0,Shaun,0 days 00:15:55,15.26
Anthony Leonard,2017-12-16 03:21:25,2017-12-16 03:31:13,Card,1,2.53,10.0,0.0,0.0,Anthony,0 days 00:09:48,10.0
Christopher Rice,2017-07-11 06:39:26,2017-07-11 06:46:19,Card,1,1.2,6.5,1.8,0.0,Christopher,0 days 00:06:53,8.3
Gabriel Henry,2017-04-11 20:18:14,2017-04-11 20:25:33,Card,6,1.55,7.5,1.0,0.0,Gabriel,0 days 00:07:19,8.5
Regina Williams,2017-06-19 07:34:51,2017-06-19 07:40:26,Cash,1,0.61,4.5,0.0,0.0,Regina,0 days 00:05:35,4.5
Brian White,2017-08-04 07:09:42,2017-08-04 07:16:49,Cash,2,0.89,6.5,0.0,0.0,Brian,0 days 00:07:07,6.5
Sabrina Dodson,2017-06-16 00:04:55,2017-06-16 00:07:12,Cash,5,0.57,4.0,0.26,0.0,Sabrina,0 days 00:02:17,4.26
Diana Ramirez,2017-01-24 06:44:14,2017-01-24 06:52:17,Cash,5,1.09,7.0,0.0,0.0,Diana,0 days 00:08:03,7.0
Jasmine Bradshaw,2017-08-30 23:06:39,2017-08-30 23:16:57,Cash,1,2.4,9.5,2.15,0.0,Jasmine,0 days 00:10:18,11.65
Chelsea Sanchez,2017-07-29 05:24:23,2017-07-29 05:28:48,Card,1,1.1,6.0,1.45,0.0,Chelsea,0 days 00:04:25,7.45
Frank Park,2017-07-26 13:59:59,2017-07-26 14:46:05,Card,2,22.05,52.0,11.71,5.76,Frank,0 days 00:46:06,69.47
Mary Adkins,2017-08-12 19:51:13,2017-08-12 20:00:47,Card,1,1.24,7.5,0.0,0.0,Mary,0 days 00:09:34,7.5
Martha Jackson,2017-03-11 11:31:40,2017-03-11 11:40:55,Cash,2,2.24,9.5,2.58,0.0,Martha,0 days 00:09:15,12.08
Amanda Daniels,2017-12-31 21:02:59,2017-12-31 21:45:52,Cash,1,15.7,49.0,5.0,0.0,Amanda,0 days 00:42:53,54.0
Andrea Nelson,2017-06-30 09:29:16,2017-06-30 09:33:52,Card,1,0.52,5.0,1.74,0.0,Andrea,0 days 00:04:36,6.74
Tracie Hobbs,2017-06-02 18:54:30,2017-06-02 19:35:49,Cash,1,9.17,31.5,9.99,0.0,Tracie,0 days 00:41:19,41.49
Brian Friedman,2017-05-03 00:33:39,2017-05-03 00:55:18,Card,1,14.1,39.0,9.2,5.76,Brian,0 days 00:21:39,53.96
Micheal Gutierrez,2017-10-26 13:33:42,2017-10-26 14:08:16,Cash,1,3.9,22.5,5.82,0.0,Micheal,0 days 00:34:34,28.32
Aaron Armstrong,2017-06-12 19:32:13,2017-06-12 19:36:48,Card,1,1.17,5.5,0.0,0.0,Aaron,0 days 00:04:35,5.5
Felicia Anderson,2017-06-17 15:06:30,2017-06-17 15:26:27,Card,1,7.2,22.0,0.0,0.0,Felicia,0 days 00:19:57,22.0
Micheal Sullivan,2017-11-13 13:45:00,2017-11-13 13:58:42,Card,1,1.76,10.5,2.0,0.0,Micheal,0 days 00:13:42,12.5
Scott Steele,2017-06-16 05:50:23,2017-06-16 05:54:11,Card,1,1.36,6.0,0.7,0.0,Scott,0 days 00:03:48,6.7
Samuel Fox,2017-04-01 21:46:58,2017-04-01 21:58:31,Card,2,3.04,11.5,1.5,0.0,Samuel,0 days 00:11:33,13.0
Meghan Hurley,2017-02-23 23:14:42,2017-02-24 00:03:57,Cash,1,8.2,35.5,0.0,0.0,Meghan,0 days 00:49:15,35.5
Juan Gordon,2017-09-01 19:25:50,2017-09-01 19:32:24,Cash,2,0.8,6.0,0.0,0.0,Juan,0 days 00:06:34,6.0
Grace Smith,2017-06-14 09:57:58,2017-06-14 10:15:36,Card,1,1.5,12.0,2.55,0.0,Grace,0 days 00:17:38,14.55
James Schmidt,2017-10-24 18:39:43,2017-10-24 18:47:51,Card,1,1.04,7.5,0.0,0.0,James,0 days 00:08:08,7.5
Richard Bright,2017-11-15 12:03:26,2017-11-15 12:10:18,Card,1,0.8,6.0,0.0,0.0,Richard,0 days 00:06:52,6.0
Donna Sims,2017-08-14 15:50:51,2017-08-14 15:54:05,Card,1,0.8,5.0,0.0,0.0,Donna,0 days 00:03:14,5.0
Jeffrey Torres,2017-05-30 21:35:21,2017-05-30 21:38:49,Cash,1,0.84,5.0,0.0,0.0,Jeffrey,0 days 00:03:28,5.0
Thomas Johnson,2017-04-23 19:13:30,2017-04-23 19:23:29,Card,1,1.79,8.5,0.0,0.0,Thomas,0 days 00:09:59,8.5
Jillian Smith,2017-09-02 22:44:20,2017-09-02 22:54:23,Card,1,4.6,14.5,3.16,0.0,Jillian,0 days 00:10:03,17.66
Joseph Chen,2017-09-24 14:00:12,2017-09-24 15:05:21,Cash,1,22.73,52.0,11.71,5.76,Joseph,0 days 01:05:09,69.47
Cheryl Dawson,2017-09-03 12:23:27,2017-09-03 12:28:14,Cash,2,0.7,5.0,1.7,0.0,Cheryl,0 days 00:04:47,6.7
Carl Gonzalez,2017-12-01 21:41:13,2017-12-01 22:01:39,Cash,1,2.2,13.5,0.0,0.0,Carl,0 days 00:20:26,13.5
Nicole Jackson,2017-10-03 20:42:53,2017-10-03 20:51:13,Cash,1,1.1,7.0,1.0,0.0,Nicole,0 days 00:08:20,8.0
Stephanie Nichols,2017-11-19 04:10:18,2017-11-19 04:18:22,Card,1,3.1,11.0,2.0,0.0,Stephanie,0 days 00:08:04,13.0
Thomas Brooks,2017-11-24 20:25:15,2017-11-24 20:29:57,Cash,2,0.51,5.0,0.0,0.0,Thomas,0 days 00:04:42,5.0
Lauren Rodriguez,2017-09-09 15:27:41,2017-09-09 15:39:11,Cash,1,1.7,9.5,2.05,0.0,Lauren,0 days 00:11:30,11.55
